timestamp,city,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,demand_volume,weather_condition,day_type
2024-01-01 12:48:18,Jakarta,-6.141109,106.649605,-6.116871,106.622926,198,Clear,Weekday
2024-01-01 12:59:32,Yogyakarta,-7.799357,110.377685,-7.796783,110.359517,108,Cloudy,Weekday
2024-01-01 13:05:30,Surabaya,-7.260406,112.740388,-7.270627,112.738121,218,Rainy,Weekday
2024-01-01 13:12:28,Yogyakarta,-7.750116,110.414837,-7.773952,110.419181,94,Clear,Weekday
2024-01-01 13:28:14,Surabaya,-7.225737,112.771301,-7.253777,112.773792,179,Clear,Weekday
2024-01-01 13:37:53,Surabaya,-7.255233,112.739748,-7.211958,112.717609,220,Clear,Weekday
2024-01-01 13:58:28,Jakarta,-6.230891,106.803321,-6.23531,106.819035,215,Clear,Weekday
2024-01-01 14:06:30,Jakarta,-6.136912,106.894966,-6.13568,106.886901,184,Clear,Weekday
2024-01-01 14:13:12,Jakarta,-6.16032,106.791384,-6.204253,106.765917,124,Clear,Weekday
2024-01-01 14:13:15,Surabaya,-7.284587,112.714991,-7.274373,112.714287,169,Clear,Weekday
2024-01-01 14:19:17,Surabaya,-7.355438,112.797426,-7.363477,112.808675,206,Clear,Weekday
2024-01-01 14:27:33,Jakarta,-6.146981,106.910386,-6.142592,106.94403,249,Clear,Weekday
2024-01-01 14:37:15,Surabaya,-7.364994,112.791404,-7.353464,112.78538,125,Clear,Weekday
2024-01-01 14:38:13,Yogyakarta,-7.777343,110.380057,-7.810709,110.3657,83,Cloudy,Weekday
2024-01-01 14:38:59,Yogyakarta,-7.758521,110.370377,-7.743334,110.383912,77,Cloudy,Weekday
2024-01-01 14:42:12,Surabaya,-7.231251,112.724257,-7.259532,112.703494,216,Cloudy,Weekday
2024-01-01 14:48:56,Yogyakarta,-7.734351,110.468965,-7.744636,110.478392,69,Clear,Weekday
2024-01-01 14:49:24,Surabaya,-7.251161,112.729716,-7.240759,112.750701,155,Clear,Weekday
2024-01-01 14:50:26,Surabaya,-7.290959,112.764127,-7.286104,112.764631,216,Rainy,Weekday
2024-01-01 14:50:48,Surabaya,-7.250609,112.745227,-7.248845,112.737798,115,Clear,Weekday
2024-01-01 14:53:33,Surabaya,-7.225864,112.812336,-7.219505,112.790104,224,Cloudy,Weekday
2024-01-01 15:00:02,Yogyakarta,-7.835873,110.401587,-7.837036,110.422293,114,Rainy,Weekday
2024-01-01 15:16:05,Yogyakarta,-7.819801,110.406296,-7.861873,110.39994,111,Clear,Weekday
2024-01-01 15:18:41,Surabaya,-7.29523,112.813765,-7.264758,112.793986,156,Clear,Weekday
2024-01-01 15:27:13,Jakarta,-6.18538,106.780344,-6.187852,106.773612,241,Clear,Weekday
2024-01-01 15:29:00,Yogyakarta,-7.75713,110.349187,-7.738635,110.336905,105,Cloudy,Weekday
2024-01-01 15:58:29,Jakarta,-6.203534,106.822541,-6.226899,106.824346,95,Cloudy,Weekday
2024-01-01 16:02:13,Yogyakarta,-7.778642,110.354241,-7.770388,110.344552,117,Rainy,Weekday
2024-01-01 16:04:45,Jakarta,-6.233995,106.831665,-6.199988,106.827541,255,Clear,Weekday
2024-01-01 16:04:52,Yogyakarta,-7.905492,110.055676,-7.889559,110.040813,81,Clear,Weekday
2024-01-01 16:11:41,Surabaya,-7.255443,112.765025,-7.266632,112.767516,121,Cloudy,Weekday
2024-01-01 16:20:34,Jakarta,-6.114563,106.663002,-6.100959,106.66257,304,Clear,Weekday
2024-01-01 16:23:43,Jakarta,-6.135325,106.808276,-6.177864,106.782609,223,Clear,Weekday
2024-01-01 16:24:45,Surabaya,-7.249612,112.777643,-7.264354,112.760735,152,Clear,Weekday
2024-01-01 16:33:50,Jakarta,-6.191498,106.810736,-6.197569,106.812807,209,Cloudy,Weekday
2024-01-01 16:34:18,Surabaya,-7.267918,112.763634,-7.316954,112.754401,138,Cloudy,Weekday
2024-01-01 16:46:36,Yogyakarta,-7.777192,110.344227,-7.766417,110.359149,84,Clear,Weekday
2024-01-01 17:04:24,Yogyakarta,-7.778869,110.364376,-7.77521,110.379474,143,Clear,Weekday
2024-01-01 17:07:19,Yogyakarta,-8.039152,110.321513,-8.020018,110.315401,144,Cloudy,Weekday
2024-01-01 17:09:08,Jakarta,-6.241338,106.812888,-6.213419,106.803111,426,Clear,Weekday
2024-01-01 17:09:44,Yogyakarta,-7.79966,110.373936,-7.807322,110.388434,174,Rainy,Weekday
2024-01-01 17:23:08,Jakarta,-6.144091,106.659956,-6.187419,106.652327,366,Clear,Weekday
2024-01-01 17:23:50,Surabaya,-7.390798,112.769054,-7.411567,112.780123,296,Clear,Weekday
2024-01-01 17:24:47,Jakarta,-6.258855,106.807894,-6.237346,106.805124,414,Cloudy,Weekday
2024-01-01 17:32:22,Yogyakarta,-7.753817,110.384849,-7.763612,110.379299,100,Clear,Weekday
2024-01-01 17:35:01,Yogyakarta,-7.788809,110.368508,-7.789449,110.347981,138,Cloudy,Weekday
2024-01-01 17:41:11,Yogyakarta,-7.785276,110.381703,-7.79801,110.416386,131,Cloudy,Weekday
2024-01-01 17:41:48,Yogyakarta,-7.796712,110.379472,-7.802745,110.372706,172,Clear,Weekday
2024-01-01 17:44:40,Jakarta,-6.147147,106.796995,-6.15021,106.813446,342,Clear,Weekday
2024-01-01 17:53:59,Yogyakarta,-7.837661,110.395579,-7.836818,110.406946,126,Clear,Weekday
2024-01-01 17:54:43,Surabaya,-7.366291,112.761386,-7.378668,112.751772,207,Clear,Weekday
2024-01-01 17:57:16,Yogyakarta,-7.76412,110.382827,-7.795645,110.409625,181,Rainy,Weekday
2024-01-01 17:59:37,Surabaya,-7.275279,112.72328,-7.268928,112.717652,261,Clear,Weekday
2024-01-01 18:01:31,Yogyakarta,-7.771694,110.383575,-7.76456,110.406433,150,Cloudy,Weekday
2024-01-01 18:02:16,Surabaya,-7.256493,112.764295,-7.24583,112.765564,210,Clear,Weekday
2024-01-01 18:04:21,Surabaya,-7.192712,112.732534,-7.1932,112.737713,312,Drizzle,Weekday
2024-01-01 18:09:36,Surabaya,-7.264064,112.756499,-7.240044,112.775736,244,Clear,Weekday
2024-01-01 18:12:11,Surabaya,-7.376251,112.779439,-7.384222,112.796924,348,Rainy,Weekday
2024-01-01 18:18:19,Jakarta,-6.215508,106.824014,-6.201562,106.811292,391,Clear,Weekday
2024-01-01 18:39:57,Jakarta,-6.228569,106.805515,-6.256642,106.814185,328,Cloudy,Weekday
2024-01-01 18:44:32,Jakarta,-6.23652,106.824383,-6.229814,106.81847,356,Cloudy,Weekday
2024-01-01 18:46:02,Yogyakarta,-8.028828,110.329994,-8.00034,110.335653,207,Rainy,Weekday
2024-01-01 18:49:12,Jakarta,-6.178004,106.800737,-6.177764,106.795189,346,Clear,Weekday
2024-01-01 19:15:48,Jakarta,-6.114406,106.814012,-6.059489,106.800469,301,Clear,Weekday
2024-01-01 19:35:27,Surabaya,-7.246613,112.761326,-7.273771,112.75633,296,Cloudy,Weekday
2024-01-01 19:45:43,Surabaya,-7.258251,112.768741,-7.246647,112.770325,263,Cloudy,Weekday
2024-01-01 19:59:35,Yogyakarta,-7.782338,110.375148,-7.788447,110.355833,201,Rainy,Weekday
2024-01-01 20:13:24,Jakarta,-6.225927,106.834848,-6.198931,106.847991,338,Cloudy,Weekday
2024-01-01 20:37:22,Jakarta,-6.212289,106.825458,-6.216451,106.832029,428,Cloudy,Weekday
2024-01-01 20:42:10,Surabaya,-7.38209,112.782847,-7.398222,112.785354,279,Clear,Weekday
2024-01-01 21:00:52,Jakarta,-6.211007,106.847285,-6.233594,106.817186,160,Cloudy,Weekday
2024-01-01 21:01:55,Yogyakarta,-7.794031,110.359912,-7.786159,110.353518,65,Cloudy,Weekday
2024-01-01 21:22:16,Surabaya,-7.250733,112.778623,-7.277788,112.795609,96,Clear,Weekday
2024-01-01 21:39:25,Jakarta,-6.237338,106.809407,-6.233078,106.781558,181,Clear,Weekday
2024-01-01 21:39:54,Surabaya,-7.209726,112.727942,-7.206078,112.720247,189,Clear,Weekday
2024-01-01 21:48:17,Yogyakarta,-7.768409,110.375022,-7.799225,110.340857,89,Cloudy,Weekday
2024-01-01 21:52:13,Surabaya,-7.191482,112.720595,-7.182277,112.70229,143,Clear,Weekday
2024-01-01 22:03:53,Jakarta,-6.19441,106.812592,-6.194051,106.769094,153,Clear,Weekday
2024-01-01 22:15:33,Jakarta,-6.278866,106.816849,-6.293439,106.830425,238,Cloudy,Weekday
2024-01-01 22:15:34,Surabaya,-7.371487,112.782303,-7.392042,112.810229,138,Clear,Weekday
2024-01-01 22:35:13,Yogyakarta,-7.911974,110.044725,-7.905716,110.082857,31,Clear,Weekday
2024-01-01 22:40:23,Yogyakarta,-7.830698,110.39384,-7.841434,110.383755,53,Clear,Weekday
2024-01-01 23:11:53,Yogyakarta,-7.91883,110.055204,-7.916908,110.052904,65,Clear,Weekday
2024-01-01 23:13:40,Surabaya,-7.265923,112.716564,-7.264275,112.711933,240,Rainy,Weekday
2024-01-01 23:20:15,Yogyakarta,-7.776936,110.385603,-7.781925,110.379356,113,Clear,Weekday
2024-01-01 23:25:45,Jakarta,-6.175034,106.872666,-6.177715,106.845385,223,Cloudy,Weekday
2024-01-01 23:31:27,Yogyakarta,-7.908954,110.045803,-7.942767,110.049964,130,Rainy,Weekday
2024-01-01 23:52:53,Jakarta,-6.205024,106.853267,-6.201476,106.852673,241,Drizzle,Weekday
2024-01-02 00:03:37,Jakarta,-6.21681,106.821528,-6.208587,106.826763,113,Cloudy,Weekday
2024-01-02 00:04:33,Surabaya,-7.269755,112.753116,-7.29825,112.758886,84,Cloudy,Weekday
2024-01-02 00:08:31,Surabaya,-7.305334,112.743969,-7.313213,112.724989,23,Cloudy,Weekday
2024-01-02 00:25:54,Jakarta,-6.236631,106.795945,-6.246177,106.803683,79,Cloudy,Weekday
2024-01-02 00:32:17,Surabaya,-7.215349,112.744366,-7.203103,112.742844,97,Cloudy,Weekday
2024-01-02 00:51:37,Surabaya,-7.227978,112.781832,-7.21735,112.784056,71,Rainy,Weekday
2024-01-02 00:53:20,Yogyakarta,-7.745946,110.408661,-7.769829,110.395181,72,Rainy,Weekday
2024-01-02 01:07:13,Yogyakarta,-7.74344,110.499732,-7.774748,110.497005,26,Clear,Weekday
2024-01-02 01:47:27,Jakarta,-6.123621,106.667341,-6.123505,106.676659,196,Clear,Weekday
2024-01-02 01:48:21,Yogyakarta,-7.775492,110.3778,-7.742805,110.375461,21,Clear,Weekday
2024-01-02 01:51:51,Surabaya,-7.392128,112.791776,-7.38131,112.785848,36,Clear,Weekday
2024-01-02 01:52:13,Surabaya,-7.302368,112.746111,-7.278664,112.750409,46,Drizzle,Weekday
2024-01-02 02:01:40,Surabaya,-7.37243,112.786983,-7.353424,112.82668,43,Clear,Weekday
2024-01-02 02:18:47,Yogyakarta,-7.915148,110.055212,-7.929724,110.051853,52,Clear,Weekday
2024-01-02 02:19:16,Jakarta,-6.25387,106.809574,-6.26471,106.795129,89,Cloudy,Weekday
2024-01-02 02:24:29,Jakarta,-6.165097,106.797916,-6.152522,106.784132,81,Clear,Weekday
2024-01-02 02:30:56,Jakarta,-6.26599,106.83353,-6.260179,106.820299,129,Rainy,Weekday
2024-01-02 02:45:05,Jakarta,-6.176387,106.874568,-6.181688,106.894568,133,Clear,Weekday
2024-01-02 02:52:08,Jakarta,-6.20968,106.822037,-6.207161,106.807789,74,Clear,Weekday
2024-01-02 03:04:31,Jakarta,-6.116111,106.669856,-6.118776,106.681639,79,Cloudy,Weekday
2024-01-02 03:06:39,Yogyakarta,-7.777857,110.362723,-7.780288,110.374503,79,Rainy,Weekday
2024-01-02 03:14:03,Jakarta,-6.253065,106.831955,-6.249469,106.864316,109,Rainy,Weekday
2024-01-02 03:27:06,Yogyakarta,-7.780422,110.377897,-7.796065,110.392523,45,Cloudy,Weekday
2024-01-02 03:40:24,Surabaya,-7.276623,112.778457,-7.251822,112.775789,109,Cloudy,Weekday
2024-01-02 03:48:55,Surabaya,-7.246562,112.730528,-7.24659,112.749899,97,Clear,Weekday
2024-01-02 03:50:01,Surabaya,-7.273255,112.753462,-7.250055,112.763413,116,Clear,Weekday
2024-01-02 03:56:19,Yogyakarta,-7.818055,110.418081,-7.82988,110.383664,41,Clear,Weekday
2024-01-02 03:57:36,Yogyakarta,-8.036038,110.34069,-8.083896,110.33782,27,Clear,Weekday
2024-01-02 04:07:21,Yogyakarta,-7.755165,110.382771,-7.777839,110.42568,5,Cloudy,Weekday
2024-01-02 04:08:17,Surabaya,-7.36454,112.783887,-7.346983,112.810848,5,Cloudy,Weekday
2024-01-02 04:26:06,Yogyakarta,-7.81028,110.373093,-7.817693,110.349234,54,Clear,Weekday
2024-01-02 04:27:18,Surabaya,-7.289003,112.740253,-7.279725,112.775321,42,Clear,Weekday
2024-01-02 04:29:21,Surabaya,-7.359522,112.793088,-7.356416,112.815585,80,Clear,Weekday
2024-01-02 05:06:45,Surabaya,-7.293777,112.7928,-7.310704,112.82604,49,Cloudy,Weekday
2024-01-02 05:19:06,Surabaya,-7.258383,112.720339,-7.266982,112.72151,117,Rainy,Weekday
2024-01-02 05:21:23,Yogyakarta,-7.792689,110.354061,-7.796855,110.349618,40,Cloudy,Weekday
2024-01-02 05:33:11,Yogyakarta,-7.872942,110.068736,-7.872814,110.072375,45,Drizzle,Weekday
2024-01-02 05:43:15,Surabaya,-7.271572,112.754441,-7.273699,112.761219,52,Drizzle,Weekday
2024-01-02 06:05:23,Jakarta,-6.102042,106.801803,-6.083463,106.793995,257,Drizzle,Weekday
2024-01-02 06:14:48,Surabaya,-7.232924,112.782753,-7.258173,112.801967,245,Rainy,Weekday
2024-01-02 06:22:24,Jakarta,-6.203368,106.826302,-6.209277,106.83121,322,Rainy,Weekday
2024-01-02 06:23:08,Yogyakarta,-7.750406,110.378336,-7.756899,110.378821,110,Cloudy,Weekday
2024-01-02 06:26:12,Jakarta,-6.237184,106.848878,-6.250261,106.84995,237,Cloudy,Weekday
2024-01-02 06:31:21,Yogyakarta,-7.791779,110.370494,-7.774063,110.352169,68,Clear,Weekday
2024-01-02 06:33:34,Surabaya,-7.293272,112.77504,-7.30286,112.761147,124,Rainy,Weekday
2024-01-02 06:44:20,Surabaya,-7.290101,112.776839,-7.271033,112.789151,152,Clear,Weekday
2024-01-02 06:46:05,Yogyakarta,-7.777485,110.366912,-7.779209,110.396088,128,Cloudy,Weekday
2024-01-02 06:50:54,Jakarta,-6.207773,106.841502,-6.192099,106.850391,200,Clear,Weekday
2024-01-02 07:27:02,Surabaya,-7.27208,112.746905,-7.263991,112.723336,428,Rainy,Weekday
2024-01-02 07:31:27,Jakarta,-6.235245,106.780084,-6.225361,106.76347,362,Clear,Weekday
2024-01-02 07:34:01,Yogyakarta,-7.748066,110.404461,-7.729261,110.375477,170,Clear,Weekday
2024-01-02 07:49:35,Jakarta,-6.162597,106.902635,-6.172171,106.900628,393,Cloudy,Weekday
2024-01-02 07:57:45,Yogyakarta,-7.792228,110.384571,-7.770279,110.404308,170,Cloudy,Weekday
2024-01-02 08:03:32,Surabaya,-7.275856,112.786659,-7.245793,112.771883,359,Rainy,Weekday
2024-01-02 08:03:39,Surabaya,-7.276127,112.732342,-7.278025,112.724515,240,Clear,Weekday
2024-01-02 08:04:02,Jakarta,-6.138802,106.88474,-6.153599,106.868983,421,Rainy,Weekday
2024-01-02 08:08:44,Yogyakarta,-7.779052,110.385599,-7.795661,110.339504,120,Clear,Weekday
2024-01-02 08:10:19,Yogyakarta,-7.758574,110.371507,-7.772857,110.407119,207,Drizzle,Weekday
2024-01-02 08:35:00,Yogyakarta,-7.773999,110.367135,-7.749012,110.380849,163,Clear,Weekday
2024-01-02 08:44:49,Jakarta,-6.204619,106.853119,-6.207408,106.860432,377,Clear,Weekday
2024-01-02 09:11:11,Surabaya,-7.363315,112.805619,-7.365429,112.819407,263,Cloudy,Weekday
2024-01-02 09:13:41,Surabaya,-7.232428,112.789972,-7.217513,112.790021,304,Clear,Weekday
2024-01-02 09:45:38,Yogyakarta,-7.778665,110.356638,-7.780281,110.342418,163,Clear,Weekday
2024-01-02 09:51:59,Surabaya,-7.240435,112.723946,-7.228876,112.706034,311,Cloudy,Weekday
2024-01-02 10:07:02,Surabaya,-7.287731,112.723588,-7.272772,112.744274,105,Clear,Weekday
2024-01-02 10:23:48,Jakarta,-6.16417,106.901404,-6.179277,106.900509,202,Clear,Weekday
2024-01-02 10:25:21,Yogyakarta,-7.795116,110.353713,-7.808684,110.327325,90,Cloudy,Weekday
2024-01-02 10:28:41,Yogyakarta,-7.79023,110.347997,-7.81079,110.348165,151,Clear,Weekday
2024-01-02 10:30:51,Jakarta,-6.269642,106.825958,-6.299248,106.82274,185,Clear,Weekday
2024-01-02 10:31:09,Jakarta,-6.162273,106.865708,-6.167102,106.871676,189,Clear,Weekday
2024-01-02 10:41:19,Yogyakarta,-7.78941,110.378209,-7.787801,110.396787,73,Clear,Weekday
2024-01-02 10:42:27,Surabaya,-7.312187,112.727673,-7.313498,112.717086,164,Clear,Weekday
2024-01-02 10:46:06,Surabaya,-7.380658,112.780073,-7.371111,112.78453,129,Clear,Weekday
2024-01-02 10:50:57,Yogyakarta,-7.78943,110.360506,-7.80412,110.334792,105,Rainy,Weekday
2024-01-02 10:54:18,Yogyakarta,-7.768903,110.379576,-7.784975,110.384848,140,Rainy,Weekday
2024-01-02 10:55:49,Surabaya,-7.284551,112.731013,-7.302578,112.724741,210,Clear,Weekday
2024-01-02 10:58:40,Surabaya,-7.229829,112.762955,-7.247009,112.733916,224,Clear,Weekday
2024-01-02 11:11:50,Surabaya,-7.263814,112.761781,-7.279594,112.779441,240,Rainy,Weekday
